episode,film,character,line
2,Attack of the Clones,ELIAN,SLEAZEBAGGANO
2,Attack of the Clones,POOJA,(age 4). They come running toward PADMÉ.
2,Attack of the Clones,OBI-WAN,"stares at her, then looks back to the map."
2,Attack of the Clones,BEEPS.,PADMÉ laughs. ANAKIN and PADMÉ go on toward the
2,Attack of the Clones,ANAKIN,and PADMÉ walk up the stairs from where the water
2,Attack of the Clones,WAN,walks into the display.
2,Attack of the Clones,JEDI CHILD,JACK
2,Attack of the Clones,JEDI CHILD,MAY
2,Attack of the Clones,OBI-WAN,stares; YODA chuckles.
2,Attack of the Clones,PLATFORM,– LATE AFTERNOON
2,Attack of the Clones,ANAKIN,and PADMÉ stop at the balustrade. PADMÉ looks out
2,Attack of the Clones,OBI-WAN,"comes out onto the veranda and stops, watching TWENTY"
2,Attack of the Clones,ANAKIN,kisses PADMÉ. She doesn’t resist. She comes to her
2,Attack of the Clones,YODA.,They wear helmets over their eyes and try to strike little
2,Attack of the Clones,WINDU,stand beside it.
2,Attack of the Clones,MACE,WINDU
2,Attack of the Clones,OBI-WAN,hesitates.
2,Attack of the Clones,JOCASTA,NU
2,Attack of the Clones,MACE,WINDU
2,Attack of the Clones,MACE,WINDU
2,Attack of the Clones,MACE,WINDU
2,Attack of the Clones,AFTERNOON,51
2,Attack of the Clones,OBI-WAN,walks through the main hallway to the training area.
2,Attack of the Clones,MACE,WINDU
2,Attack of the Clones,DEXTER,JETTSTER
2,Attack of the Clones,OBI-WAN,climbs into the cockpit of the Starfighter.
2,Attack of the Clones,AFTERNOON,52
2,Attack of the Clones,ANAKIN.,The dessert is some kind of fruit. PADMÉ picks up her fork
2,Attack of the Clones,ANAKIN,looks up – wide-eyed innocence.
2,Attack of the Clones,ANAKIN,moves his fingers. The fruit flies into his hand.
2,Attack of the Clones,ANAKIN,is pleased. He cuts the fruit into several pieces and sends
2,Attack of the Clones,TWILIGHT,55
2,Attack of the Clones,OBI-WAN,passes through it and goes inside.
2,Attack of the Clones,LAMA,SU
2,Attack of the Clones,TAUN,WE
2,Attack of the Clones,TAUN,WE
2,Attack of the Clones,TAUN,WE
2,Attack of the Clones,OBI-WAN,masks his surprise as they move away along the corridor.
2,Attack of the Clones,TAUN,WE
2,Attack of the Clones,LAMA,SU
2,Attack of the Clones,LAMA SU,indicates a chair. OBI-WAN sits. TAUN WE hovers. The
2,Attack of the Clones,LAMA,SU
2,Attack of the Clones,LAMA,SU
2,Attack of the Clones,OBI-WAN,"wipes the rain from his face and blinks in surprise at a tall,"
2,Attack of the Clones,NANDI,places dessert in front of PADMÉ. TECKLA does the same for
2,Attack of the Clones,AFTERNOON,54
2,Attack of the Clones,LAMA,SU
2,Attack of the Clones,LAMA,SU
2,Attack of the Clones,ANAKIN,stands up and holds out his hand to her. She takes it. He
2,Attack of the Clones,DAY,61
2,Attack of the Clones,OF,"STORMTROOPERS, faces covered by helmets, are marching"
2,Attack of the Clones,LAMA,SU
2,Attack of the Clones,OBI-WAN,nods slowly.
2,Attack of the Clones,LAMA SU,conducts OBI-WAN through a large eating area. TAUN WE
2,Attack of the Clones,LAMA,SU
2,Attack of the Clones,LAMA,SU
2,Attack of the Clones,YODA,"sits with his eyes closed, meditating. Silence."
2,Attack of the Clones,LAMA,SU
2,Attack of the Clones,LAMA,SU
2,Attack of the Clones,TAUN,WE
2,Attack of the Clones,TAUN WE,"bows, and leaves."
2,Attack of the Clones,YOUNG BOY,CLONES.
2,Attack of the Clones,LAMA,SU
2,Attack of the Clones,OBI-WAN,looks at the BOY CLONES.
2,Attack of the Clones,ANAKIN,then starts to juggle the fruit. PADMÉ laughs and throws
2,Attack of the Clones,LAMA,SU
2,Attack of the Clones,LAMA,SU
2,Attack of the Clones,LAMA,SU
2,Attack of the Clones,LAMA,SU
2,Attack of the Clones,TAUN WE,"waves his hand, and a muted bell RINGS."
2,Attack of the Clones,TAUN WE,goes. The door slides closed behind him. OBI-WAN looks
2,Attack of the Clones,OBI-WAN,hears ARFOUR BEEP through his comlink.
2,Attack of the Clones,ARFOUR BEEPS,and WHISTLES. The panels light up inside the
2,Attack of the Clones,YODA,and MACE WINDU listen as a hologram of OBI-WAN stands
2,Attack of the Clones,OBI-WAN,(V.O.)
2,Attack of the Clones,MACE,WINDU
2,Attack of the Clones,LAMA,SU
2,Attack of the Clones,OBI-WAN,(V.O.)
2,Attack of the Clones,MACE,WINDU
2,Attack of the Clones,MACE,WINDU
2,Attack of the Clones,YODA,"stares back at MACE WINDU, then slowly shakes his head."
2,Attack of the Clones,NIGHT,73
2,Attack of the Clones,ANAKIN,moves restlessly in his sleep. He mutters to himself. Sweat
2,Attack of the Clones,OVERLOOKING GARDENS,– MORNING
2,Attack of the Clones,ANAKIN,"is on the balcony overlooking the gardens. After a moment,"
2,Attack of the Clones,ANAKIN,opens his eyes and looks at her.
2,Attack of the Clones,OBI-WAN,(V.O.)
2,Attack of the Clones,TAUN WE,shows OBI-WAN into his room.
2,Attack of the Clones,LAMA,SU
2,Attack of the Clones,DAY,75
2,Attack of the Clones,ANAKIN,and PADMÉ step onto the landing platform from the water
2,Attack of the Clones,TAUN,WE
2,Attack of the Clones,TAUN,WE
2,Attack of the Clones,BOBA,FETT
2,Attack of the Clones,WAN,looks around the room.
2,Attack of the Clones,BOBA,FETT
2,Attack of the Clones,JANGO FETT,comes in from the bedroom. He wears a jumpsuit. He
2,Attack of the Clones,TAUN,WE
2,Attack of the Clones,JANGO,FETT
2,Attack of the Clones,OBI-WAN,gazes at the nearest embryos.
2,Attack of the Clones,OBI-WAN,and JANGO FETT size each other up. BOBA FETT studies
2,Attack of the Clones,JANGO,FETT
2,Attack of the Clones,JANGO,FETT’s eyes fix OBI-WAN coldly.
2,Attack of the Clones,JANGO,FETT
2,Attack of the Clones,OBI-WAN,"eyes the half-open bedroom door, through which a couple"
2,Attack of the Clones,OBI-WAN,"picks up the dart, holding it midway between them."
2,Attack of the Clones,JANGO,FETT
2,Attack of the Clones,TAUN WE,conducts OBI-WAN to the door of Jango Fett’s apartment.
2,Attack of the Clones,PADDY ACCU,drives the water speeder away from the platform as
2,Attack of the Clones,TAUN,WE
2,Attack of the Clones,JANGO,FETT
2,Attack of the Clones,WATTO,(cont’d)
2,Attack of the Clones,BOBA FETT,moves to close the bedroom door. JANGO FETT smiles
2,Attack of the Clones,JANGO,FETT
2,Attack of the Clones,JANGO,FETT
2,Attack of the Clones,JANGO,FETT
2,Attack of the Clones,OBI-WAN,and TAUN WE go out. The door slides closed. JANGO
2,Attack of the Clones,FETT,turns to his son. He is deep in thought.
2,Attack of the Clones,IN THE,"COCKPIT, BOBA FETT watches as:"
2,Attack of the Clones,BOBA,FETT
2,Attack of the Clones,ANAKIN,and PADMÉ get down. Sitting on a stool in front of the shop
2,Attack of the Clones,DROID. THREE PIT DROIDS,are chattering away and are trying to
2,Attack of the Clones,WATTO,turns to the chattering PIT DROIDS.
2,Attack of the Clones,WATTO,drops the screwdriver and curses loudly in Huttese
2,Attack of the Clones,ANAKIN,takes the fiddly piece of equipment and starts to play with it.
2,Attack of the Clones,WATTO,blinks in surprise.
2,Attack of the Clones,WATTO,"looks at him suspiciously. He stares at PADMÉ, then back to"
2,Attack of the Clones,WATTO,gives ANAKIN a big hug.
2,Attack of the Clones,DAY,80
2,Attack of the Clones,NIGHT,102
2,Attack of the Clones,ARTOO.,"ANAKIN, PADMÉ and THREEPIO watch the flickering"
2,Attack of the Clones,JANGO,FETT
2,Attack of the Clones,TAUN,WE
2,Attack of the Clones,ANAKIN,and WATTO go into the shop.
2,Attack of the Clones,OBI-WAN,"enters cautiously from outside. Ahead, the corridor is"
2,Attack of the Clones,DAY,85
2,Attack of the Clones,OBI-WAN,arrives at the door to Jango Fett’s apartment. He reaches
2,Attack of the Clones,OBI-WAN,walks in to find the room in complete disorder. The
2,Attack of the Clones,OBI-WAN,goes to an ultra-thin computer screen. He punches up AN
2,Attack of the Clones,ONSCREEN PICTURE,of JANGO FETT and BOBA FETT unhitching
2,Attack of the Clones,JANGO FETT,"picks up a case and swings it up to BOBA FETT, who"
2,Attack of the Clones,BOBA,FETT
2,Attack of the Clones,JANGO FETT,rockets down to kick at him. OBI-WAN hauls himself
2,Attack of the Clones,JANGO FETT,turns to see OBI-WAN charging out of the tower
2,Attack of the Clones,WAN,deflects the blast and swings at JANGO FETT.
2,Attack of the Clones,IN THE COCKPIT,"of Jango Fett’s ship, BOBA FETT grabs the"
2,Attack of the Clones,IN THE,"COCKPIT, each time BOBA FETT is ready to fire, JANGO"
2,Attack of the Clones,FETT,blocks his view of OBI-WAN.
2,Attack of the Clones,IN THE,"COCKPIT, BOBA FETT fires."
2,Attack of the Clones,OBI-WAN,dives after it. JANGO FETT zooms in front of him and
2,Attack of the Clones,LAMA,SU
2,Attack of the Clones,OBI-WAN,stands with LAMA SU and TAUN WE just inside the open
2,Attack of the Clones,JANGO FETT,draws his gun and fires at the charging JEDI. OBI-
2,Attack of the Clones,OBI-WAN,comes out from the tower into the driving rain. The door
2,Attack of the Clones,JANGO,"FETT, who loses his balance, teetering on the edge. OBI-"
2,Attack of the Clones,BOBA,FETT
2,Attack of the Clones,JANGO FETT,"hovers in mid-air opposite him, as a HUGE WAVE"
2,Attack of the Clones,JANGO FETT,"rockets up to the landing platform, where he drops"
2,Attack of the Clones,A HAND,suddenlt clutches at the very edge of the platform. A
2,Attack of the Clones,DAY,88
2,Attack of the Clones,ARTOO WHISTLES,as ANAKIN and PADMÉ start down the trail
2,Attack of the Clones,OBI-WAN,uses Jedi powers to pull part of the structure loose. It hits
2,Attack of the Clones,LATE DAY,89
2,Attack of the Clones,OWEN LARS,and BERU WHITESUN come out into the courtyard.
2,Attack of the Clones,CLIEGG LARS,swings from the house on a small floating chair. One
2,Attack of the Clones,BERU,puts several steaming cups of ardees on a tray and exits the
2,Attack of the Clones,CLIEGG,(O.S.)
2,Attack of the Clones,CLIEGG,"grimaces, easing his throbbing leg."
2,Attack of the Clones,ANAKIN,turns abruptly.
2,Attack of the Clones,DAY,93
2,Attack of the Clones,ANAKIN,stands looking across the desert. PADMÉ comes running
2,Attack of the Clones,C-3PO,is working outside the homestead. He still lacks an outer
2,Attack of the Clones,DAY,133
2,Attack of the Clones,PLATFORM,just above the waves. He hauls himself to his feet.
2,Attack of the Clones,OBI-WAN,is knocked clear and drops onto a SMALL SERVICE
2,Attack of the Clones,WAN,"charges acress, dives, and grabs hold of JANGO FETT just as"
2,Attack of the Clones,ANAKIN,swings onto the bike. The engine fires.
2,Attack of the Clones,JANGO FETT,grabs the controls. They are thrown around as the ship
2,Attack of the Clones,JANGO,FETT
2,Attack of the Clones,FETT,breaks off the fight and dives sharply. He maneuvers deftly
2,Attack of the Clones,BOBA,FETT
2,Attack of the Clones,JANGO,FETT
2,Attack of the Clones,IN,"OBI-WAN’S COCKPIT, his skill is pushed to the limit as he throws"
2,Attack of the Clones,WAN,fires a couple of aerial torpedoes. They streak toward the
2,Attack of the Clones,IN,"JANGO’S COCKPIT, they see the huge explosion as Obi-Wan’s"
2,Attack of the Clones,JANGO FETT,guides he ship around the asteroids. Suddenly:
2,Attack of the Clones,BOBA,FETT
2,Attack of the Clones,BOBA FETT,laughs. Jango Fett’s ship emerges from the asteroid belt
2,Attack of the Clones,ANAKIN,stands in the middle of a crowd of JAWAS. He asks them
2,Attack of the Clones,ANAKIN,rides over a large dune toward a small flickering light in the
2,Attack of the Clones,EOPIES,"are thethered nearby, along with a burned and smoking"
2,Attack of the Clones,THREE DIFFERENT SHOTS. ANAKIN,rids the speeder bike through
2,Attack of the Clones,JANGO,FETT
2,Attack of the Clones,JANGO FETT,grins at BOBA FETT.
2,Attack of the Clones,ANAKIN,takes off across the desert. PADMÉ watches him go.
2,Attack of the Clones,JANGO,FETT
2,Attack of the Clones,DAY,156
2,Attack of the Clones,NIGHT,100
2,Attack of the Clones,THREEPIO,is parked in a corner.
2,Attack of the Clones,OBI-WAN,"climbs a steep, narrow trail. Suddenly, a CRY is heard"
2,Attack of the Clones,OBI-WAN,listens. Silence. He draws his lightsaber but does not ignite
2,Attack of the Clones,BERU,(V.O.)
2,Attack of the Clones,RINGS,104
2,Attack of the Clones,A SECOND MASSIFF,jumps from behind. OBI-WAN swings around
2,Attack of the Clones,ANAKIN,pulls up near the edge of a cliff. He gets off the bike and
2,Attack of the Clones,GUARDS,outside it.
2,Attack of the Clones,MAS AMEDDA,"are in the middle of the group, watching with growing"
2,Attack of the Clones,ANAKIN,"creeps through the camp, working his way from hut to hut,"
2,Attack of the Clones,OBI-WAN,"arrives at the head of the trail. Far below, a flat plain"
2,Attack of the Clones,OBI-WAN,takes a pair of electronic binoculars from his belt and puts
2,Attack of the Clones,THOUSANDS,of BATTLE DROIDS that step off and file into the
2,Attack of the Clones,DAWN,111
2,Attack of the Clones,TUSKEN GUARDS.,"Between them, ANAKIN stands outside the hut"
2,Attack of the Clones,FLASH OF LIGHT,as Anakin’s lightsaber switches on.
2,Attack of the Clones,OBI-WAN,comes running back to his ship and climbs into the cockpit.
2,Attack of the Clones,DAY,113
2,Attack of the Clones,OBI-WAN,looks out toward Geonosis and sees in the distance a large
2,Attack of the Clones,LOW ANGLE. A,line of reflecting pools with splashing fountains
2,Attack of the Clones,SLOW PAN,"with the binoculars, and suddenly a line of Battle"
2,Attack of the Clones,BAIL,ORGANA
2,Attack of the Clones,TAUN,WE
2,Attack of the Clones,THREEPIO,drops his hand and bows formally.
2,Attack of the Clones,MAS,AMEDDA
2,Attack of the Clones,MACE,WINDU
2,Attack of the Clones,BAIL,ORGANA
2,Attack of the Clones,MACE,WINDU
2,Attack of the Clones,SENATOR ASK,AAK
2,Attack of the Clones,BAIL,ORGANA
2,Attack of the Clones,SHMI,dies. ANAKIN draws her to his breast. There is silence for a
2,Attack of the Clones,SENATOR ASK,AAK
2,Attack of the Clones,MACE,WINDU
2,Attack of the Clones,SENATOR ASK,AAK
2,Attack of the Clones,MAS,AMEDDA
2,Attack of the Clones,DAY,115
2,Attack of the Clones,JAR JAR,steps forward from the back of the group.
2,Attack of the Clones,MACE,WINDU
2,Attack of the Clones,JAR,JAR
2,Attack of the Clones,MACE WINDU,and YODA look at one another.
2,Attack of the Clones,BAIL,ORGANA
2,Attack of the Clones,JANGO FETT,fire several Kamino Kyber Darts from his elbow
2,Attack of the Clones,DAY,117
2,Attack of the Clones,ANAKIN,starts working with the wrench again.
2,Attack of the Clones,ANAKIN,focuses on her like someone returning from far away.
2,Attack of the Clones,OBI-WAN,"makes his way along a narrow, pillared corridor. He comes"
2,Attack of the Clones,OBI-WAN,arrives at a vast expanse in the stalagmite interior.
2,Attack of the Clones,OBI-WAN,starts to cross the square. Suddenly he hears voices.
2,Attack of the Clones,TAMBOR. COUNT DOOKU,"is tall, elderly, and saturnine, with"
2,Attack of the Clones,NUTE,GUNRAY
2,Attack of the Clones,COUNT,DOOKU
2,Attack of the Clones,NUTE,GUNRAY
2,Attack of the Clones,OBI-WAN,"arrives at the stairs. He sneaks up them, to arrive at a"
2,Attack of the Clones,POGGLE THE,"LESSER, and his TWO AIDES are at one end of a"
2,Attack of the Clones,COUNT,DOOKU
2,Attack of the Clones,COUNT DOOKU,is at the head of the table. JANGO FETT stands
2,Attack of the Clones,COMMERCE GUILD,"DIGNITARY, SHU MAI and a MEMBER of the"
2,Attack of the Clones,INTERGALACTIC BANK,"CLAN, SAN HILL."
2,Attack of the Clones,COUNT,DOOKU
2,Attack of the Clones,MSEL,"ARGENTE, THE CORPORATE ALLIANCE"
2,Attack of the Clones,COUNT,DOOKU
2,Attack of the Clones,ANAKIN,hurls the wrench across the garage. It CLATTERS to the
2,Attack of the Clones,PASSEL,ARGENTE
2,Attack of the Clones,COUNT,DOOKU
2,Attack of the Clones,SHU,MAI
2,Attack of the Clones,SAN,"HILL, the banker, stands."
2,Attack of the Clones,SAN,HILL
2,Attack of the Clones,OBI-WAN,pulls back from the archway.
2,Attack of the Clones,CRAWLING CREATURES.,The ARFOUR DROID WHIMPERS as
2,Attack of the Clones,OBI-WAN,hears the DROID WHIMPER through his comlink. He
2,Attack of the Clones,THROUGH THE,"BINOCULARS, OBI-WAN sees the DROID being"
2,Attack of the Clones,OBI-WAN,arrives at the top of the stalagmite. The view is staggering.
2,Attack of the Clones,OBI-WAN,listens for a moment then hears a little BEEP.
2,Attack of the Clones,SHU,"MAI, the Commerce Guild Representative, stands."
2,Attack of the Clones,OBI-WAN,(V.0.)
2,Attack of the Clones,A SHADOW,passes very low. OBI-WAN looks up quickly.
2,Attack of the Clones,ARTOO,dutifully listens to the desperate meseage.
2,Attack of the Clones,OBI-WAN,(V.0.)
2,Attack of the Clones,CAMERA,"CLOSES, to discover Obi-Wan’s Starship hidden in a"
2,Attack of the Clones,ARTOO BEEPS,and WHISTLES.
2,Attack of the Clones,DAY,130
2,Attack of the Clones,ARTOO,rolls up.
2,Attack of the Clones,COUNT,DOOKU
2,Attack of the Clones,OBI-WAN,"talks into his comlink. More SHADOWS pass over him,"
2,Attack of the Clones,MACE,WINDU
2,Attack of the Clones,ANAKIN,"arrives. They run to him as he steps away from the bike,"
2,Attack of the Clones,ANAKIN,stares down in horror as PADMÉ hits thr ground below.
2,Attack of the Clones,DAY,137
2,Attack of the Clones,MACE,WINDU
2,Attack of the Clones,SENATORS,yell furiously at one another.
2,Attack of the Clones,MAS,AMEDDA
2,Attack of the Clones,TWO GUNGAN,"AIDES, floats on his pod to the middle of the vast"
2,Attack of the Clones,ANAKIN,hesitates.
2,Attack of the Clones,JAR,clears his throat.
2,Attack of the Clones,MAS,AMEDDA
2,Attack of the Clones,JAR,JAR
2,Attack of the Clones,JAR,JAR
2,Attack of the Clones,ORN FREE,TAA
2,Attack of the Clones,SHOUTS,of agreement.
